Код;КЧ;Наименование профессии;Наименование должности;Код категории;Код выпуска ЕТКС;Код по ОКЗ;autokey
21035;8;;Главный электроник;1;;1222;classifierOkpdtr_21035
21039;6;;Главный энергетик (в сельском, охотничьем, лесном и рыбном хозяйстве);1;;1221;classifierOkpdtr_21039
21041;3;;Главный энергетик (в промышленности);1;;1222;classifierOkpdtr_21041
21042;8;;Главный энергетик (на транспорте, в связи, материальнотехническом снабжении и сбыте);1;;1226;classifierOkpdtr_21042
21044;7;;Главный энергетик (в прочих отраслях);1;;1229;classifierOkpdtr_21044
21045;1;;Главный энергодиспетчер;1;;1226;classifierOkpdtr_21045
21047;0;;Главный юрист;1;;1239;classifierOkpdtr_21047
21050;2;;Государственный герольдмейстер;1;;1120;classifierOkpdtr_21050
21051;7;;Государственный инспектор;1;;1120;classifierOkpdtr_21051
21053;6;;Государственный инспектор по безопасности плавания судов (мореплавания и портового надзора) рыбного хозяйства;1;;1120;classifierOkpdtr_21053
21054;0;;Государственный инспектор по геодезическому надзору;1;;1120;classifierOkpdtr_21054
21056;5;;Государственный инспектор по карантину растений;1;;1120;classifierOkpdtr_21056
21057;4;;Государственный инспектор по качеству сельскохозяйственной продукции и продуктов ее переработки;1;;1120;classifierOkpdtr_21057
22343;2;;Зубной врач;2;;3225;classifierOkpdtr_22343
21059;3;;Государственный инспектор по качеству товаров и торговле;1;;1120;classifierOkpdtr_21059
21060;6;;Государственный инспектор по контролю за производством и качеством спиртов и алкогольных напитков;1;;1120;classifierOkpdtr_21060
21062;5;;Государственный инспектор по маломерным судам;1;;1120;classifierOkpdtr_21062
21063;1;;Государственный инспектор по охране территории государственного природного заповедника;2;;1120;classifierOkpdtr_21063
21065;9;;Государственный инспектор по охране леса;1;;1120;classifierOkpdtr_21065
21066;3;;Государственный инспектор по охране труда;1;;1120;classifierOkpdtr_21066
21068;2;;Государственный инспектор по судоходству на пограничных реках;1;;1120;classifierOkpdtr_21068
21071;4;;Государственный инспектор рыбоохраны;1;;1120;classifierOkpdtr_21071
21072;9;;Государственный инспектор труда;1;;1120;classifierOkpdtr_21072
21080;3;;Государственный налоговый инспектор;1;;1120;classifierOkpdtr_21080
21084;1;;Государственный нотариус;1;;1120;classifierOkpdtr_21084
21087;5;;Государственный патентный эксперт;2;;2419;classifierOkpdtr_21087
21089;4;;Государственный патентный эксперт-стажер;2;;2419;classifierOkpdtr_21089
21094;5;;Государственный хлебный инспектор;1;;1120;classifierOkpdtr_21094
21101;1;;Губернатор;1;;1120;classifierOkpdtr_21101
21201;4;;Девиатор;2;;2144;classifierOkpdtr_21201
21204;8;;Дежурный бюро пропусков;3;;4222;classifierOkpdtr_21204
21207;1;;Дежурный оборотного локомотивного депо;2;;4133;classifierOkpdtr_21207
21209;0;;Дежурный основного локомотивного депо;2;;4133;classifierOkpdtr_21209
21211;8;;Дежурный оперативный (отряда пожарной охраны, по контролю полетов, по связи и радионавигации, пункта управления, по перелетам, поисково-спасательной службы);3;;4190;classifierOkpdtr_21211
21213;7;;Дежурный ответственный по обмену почты;3;;7521;classifierOkpdtr_21213
21218;5;;Дежурный по вокзалу;3;;4224;classifierOkpdtr_21218
21221;1;;Дежурный по выдаче справок (бюро справок);3;;4222;classifierOkpdtr_21221
21224;5;;Дежурный по депо подвижного состава;2;;4133;classifierOkpdtr_21224
21225;1;;Дежурный по дому отдыха локомотивных (поездных) бригад;3;;4224;classifierOkpdtr_21225
21227;9;;Дежурный по железнодорожной станции;2;;4133;classifierOkpdtr_21227
21228;3;;Дежурный по залу (бильярдному, вокзала, спортивному и др.);3;;4224;classifierOkpdtr_21228
21230;0;;Дежурный по комнате матери и ребенка;3;;4224;classifierOkpdtr_21230
21231;5;;Дежурный по комнате отдыха (водителей автомобилей, пассажиров с детьми);3;;4224;classifierOkpdtr_21231
21233;4;;Дежурный по метрополитену;2;;4133;classifierOkpdtr_21233
21234;9;;Дежурный по механизированной дистанции погрузочно-разгрузочных работ;2;;4133;classifierOkpdtr_21234
21236;8;;Дежурный по обеспечению питания пассажиров;3;;4224;classifierOkpdtr_21236
21237;2;;Дежурный по обслуживанию пассажиров;3;;4224;classifierOkpdtr_21237
21239;1;;Дежурный по общежитию;3;;4224;classifierOkpdtr_21239
21240;4;;Дежурный по объединению (промышленного железнодорожного транспорта);2;;4133;classifierOkpdtr_21240
22345;1;;Зубной техник;2;;3225;classifierOkpdtr_22345
21242;3;;Дежурный по отделению железной дороги;2;;4133;classifierOkpdtr_21242
21243;8;;Дежурный по парку (на железнодорожном транспорте);2;;4133;classifierOkpdtr_21243
21245;7;;Дежурный по перевозочной документации и матрицам;3;;4133;classifierOkpdtr_21245
21246;1;;Дежурный по переправе;3;;4133;classifierOkpdtr_21246
21248;0;;Дежурный по приему и выдаче оружия;3;;4133;classifierOkpdtr_21248
21249;5;;Дежурный по приему и отправлению поездов метрополитена;3;;4133;classifierOkpdtr_21249
21251;2;;Дежурный по пункту транспортно-экспедиционного агентства на вокзале;3;;4221;classifierOkpdtr_21251
21252;7;;Дежурный по разъезду;3;;4133;classifierOkpdtr_21252
21255;0;;Дежурный по режиму специального учебно-воспитательного учреждения;3;;4224;classifierOkpdtr_21255
21257;0;;Дежурный по сопровождению воздушных судов;3;;4133;classifierOkpdtr_21257
21258;4;;Дежурный по сортировочной горке;2;;4133;classifierOkpdtr_21258
21260;1;;Дежурный по станции метрополитена;2;;4133;classifierOkpdtr_21260
21261;6;;Дежурный по стоянке, ангару;3;;4133;classifierOkpdtr_21261
21263;5;;Дежурный по тарифной документации;3;;4133;classifierOkpdtr_21263
21264;7;;Дежурный по товарной конторе;3;;4131;classifierOkpdtr_21264
21266;9;;Дежурный по транспортно-экспедиционному агентству (филиалу);3;;4221;classifierOkpdtr_21266
21267;3;;Дежурный по электродепо;3;;4133;classifierOkpdtr_21267
21269;2;;Дежурный по этажу (гостиницы, кемпинга, пансионата);2;;4224;classifierOkpdtr_21269
21270;5;;Дежурный предприятия связи;3;;7521;classifierOkpdtr_21270
21271;3;;Дежурный пульта управления;3;;4190;classifierOkpdtr_21271
21274;3;;Дежурный пункта оборота локомотивов;2;;4133;classifierOkpdtr_21274
21277;7;;Дежурный пункта подмены локомотивных бригад;2;;4133;classifierOkpdtr_21277
21286;6;;Дежурный станционного поста телеуправления;2;;4133;classifierOkpdtr_21286
21290;2;;Дежурный станционного поста централизации;2;;4133;classifierOkpdtr_21290
21296;6;;Декан факультета;1;;1229;classifierOkpdtr_21296
21297;4;;Декларант;2;;3441;classifierOkpdtr_21297
21299;3;;Делопроизводитель;3;;4115;classifierOkpdtr_21299
21300;2;;Дельтапланерист-испытатель;2;;2145;classifierOkpdtr_21300
21302;1;;Дессинатор;2;;2146;classifierOkpdtr_21302
21305;5;;Диктор;2;;3472;classifierOkpdtr_21305
21306;1;;Диктор (комментатор);2;;3472;classifierOkpdtr_21306
21307;4;;Диктор редакции радиовещания;2;;3472;classifierOkpdtr_21307
21308;9;;Дилер по валютным операциям;2;;3411;classifierOkpdtr_21308
21309;3;;Дилер;2;;3411;classifierOkpdtr_21309
21310;6;;Дилер по ценным бумагам;2;;3411;classifierOkpdtr_21310
21311;0;;Консульский агент;2;;1120;classifierOkpdtr_21311
21314;4;;Дипломатический курьер;2;;3439;classifierOkpdtr_21314
21315;9;;Дилер фондовой биржи;2;;3411;classifierOkpdtr_21315
21319;7;;Директор акционерного общества;1;;1210;classifierOkpdtr_21319
21320;4;;Директор автотранспортного предприятия;1;;1210;classifierOkpdtr_21320
21321;4;;Директор архива Президента Российской Федерации;1;;1120;classifierOkpdtr_21321
21322;9;;Директор (заведующий) архивного учреждения;1;;1210;classifierOkpdtr_21322
21323;3;;Директор атомной станции;1;;1210;classifierOkpdtr_21323
21326;7;;Директор аукциона;1;;1210;classifierOkpdtr_21326
21329;0;;Директор базы (кинобазы, продовольственных товаров и др.);1;;1210;classifierOkpdtr_21329
21331;8;;Директор Библиотеки Администрации Президента Российской Федерации;1;;1120;classifierOkpdtr_21331
21332;2;;Директор (заведующий) библиотеки (централизованной библиотечной системы);1;;1210;classifierOkpdtr_21332
21333;7;;Директор больницы (дома) сестринского ухода, хосписа;1;;1210;classifierOkpdtr_21333
21335;6;;Директор ботанического сада;1;;1210;classifierOkpdtr_21335
21341;1;;Директор (заведующий) внешкольного учреждения;1;;1210;classifierOkpdtr_21341
21344;5;;Директор (заведующий) выставки;1;;1210;classifierOkpdtr_21344
21345;7;;Директор (начальник) вычислительного (информационно-вычислительного) центра;1;;1210;classifierOkpdtr_21345
21347;9;;Директор (начальник) гидроэлектростанции (каскада);1;;1210;classifierOkpdtr_21347
21350;0;;Директор главного морского агентства;1;;1210;classifierOkpdtr_21350
21353;4;;Директор (заведующий) гостиницы (кемпинга, пансионата);1;;1210;classifierOkpdtr_21353
21359;1;;Директор государственной заводской конюшни;1;;1210;classifierOkpdtr_21359
21362;3;;Директор дворца (бракосочетания, культуры, спорта и др.);1;;1210;classifierOkpdtr_21362
21363;8;;Директор департамента;1;;1120;classifierOkpdtr_21363
21365;7;;Директор (начальник, уполномоченный) дирекции;1;;1210;classifierOkpdtr_21365
21368;0;;Директор (заведующий) дома (детского, отдыха, творчества и др.);1;;1210;classifierOkpdtr_21368
21370;8;;Директор дома-интерната для престарелых и инвалидов;1;;1210;classifierOkpdtr_21370
21374;6;;Директор завода;1;;1210;classifierOkpdtr_21374
21375;0;;Директор (заведующий) зала (выставочного, демонстрационного и др.);1;;1210;classifierOkpdtr_21375
21378;4;;Директор государственного природного заповедника;1;;1210;classifierOkpdtr_21378
21381;6;;Директор зоопарка;1;;1210;classifierOkpdtr_21381
21386;9;;Директор (заведующий) интерната;1;;1210;classifierOkpdtr_21386
21389;2;;Директор ипподрома;1;;1210;classifierOkpdtr_21389
21395;8;;Директор кабинета (методического, учебно-методического);1;;1239;classifierOkpdtr_21395
21396;2;;Директор касс (театрально-концертных и спортивно-зрелищных);1;;1239;classifierOkpdtr_21396
21398;1;;Директор киностудии;1;;1210;classifierOkpdtr_21398
21401;4;;Директор кинотеатра;1;;1210;classifierOkpdtr_21401
21404;3;;Директор (начальник) комбината;1;;1210;classifierOkpdtr_21404
21407;7;;Директор коммерческий;1;;1233;classifierOkpdtr_21407
21410;9;;Директор комплекса (оздоровительного, спортивного, туристского);1;;1210;classifierOkpdtr_21410
21413;2;;Директор конторы;1;;1210;classifierOkpdtr_21413
21416;6;;Директор концертной организации;1;;1210;classifierOkpdtr_21416
21419;0;;Директор (начальник) котельной;1;;1210;classifierOkpdtr_21419
21422;1;;Директор (начальник) курсов;1;;1210;classifierOkpdtr_21422
21425;5;;Директор (заведующий, начальник) лаборатории;1;;1210;classifierOkpdtr_21425
21431;0;;Директор морского агентства;1;;1210;classifierOkpdtr_21431
21433;3;;Директор музыкального (танцевального) коллектива;1;;1210;classifierOkpdtr_21433
21434;4;;Директор (заведующий) музея;1;;1210;classifierOkpdtr_21434
21435;9;;Директор научно-исследовательского института;1;;1210;classifierOkpdtr_21435
21441;4;;Директор обсерватории;1;;1210;classifierOkpdtr_21441
21444;8;;Директор объединения;1;;1210;classifierOkpdtr_21444
21447;1;;Директор (начальник) организации (изыскательской, конструкторской, проектной);1;;1210;classifierOkpdtr_21447
21465;2;;Директор парка культуры и отдыха;1;;1210;classifierOkpdtr_21465
21467;9;;Директор Парламентской библиотеки;1;;1120;classifierOkpdtr_21467
21474;9;;Директор планетария;1;;1210;classifierOkpdtr_21474
21477;2;;Директор по кадрам и быту;1;;1232;classifierOkpdtr_21477
21480;4;;Директор по капитальному строительству;1;;1223;classifierOkpdtr_21480
21486;1;;Директор по производству;1;;1222;classifierOkpdtr_21486
21489;5;;Директор по экономике;1;;1231;classifierOkpdtr_21489
21495;0;;Директор (начальник, управляющий) предприятия;1;;1210;classifierOkpdtr_21495
21498;4;;Директор (заведующий) предприятия общественного питания;1;;1210;classifierOkpdtr_21498
21501;2;;Директор (заведующий) предприятия розничной торговли;1;;1210;classifierOkpdtr_21501
21504;6;;Директор предприятия сетей (тепловых, электрических);1;;1210;classifierOkpdtr_21504
21506;5;;Директор представительства;1;;1210;classifierOkpdtr_21506
21507;7;;Директор (начальник) преобразовательного комплекса;1;;1210;classifierOkpdtr_21507
21508;4;;Директор (заведующий) приюта для молодежи;1;;1210;classifierOkpdtr_21508
21510;1;;Директор программ (радиотелевизионных);1;;1229;classifierOkpdtr_21510
21511;6;;Директор (управляющий) производственного объединения;1;;1210;classifierOkpdtr_21511
21513;5;;Директор промысла;1;;1210;classifierOkpdtr_21513
21516;9;;Директор разреза, разрезоуправления (сланцевого, угольного);1;;1210;classifierOkpdtr_21516
21525;8;;Директор Регистра;1;;1226;classifierOkpdtr_21525
21529;6;;Директор речного Регистра;1;;1226;classifierOkpdtr_21529
21532;8;;Директор рудника (рудоуправления);1;;1210;classifierOkpdtr_21532
21538;5;;Директор совхоза;1;;1210;classifierOkpdtr_21538
21541;7;;Директор (заведующий) спортивного сооружения;1;;1210;classifierOkpdtr_21541
21542;1;;Директор спортивной школы;1;;1210;classifierOkpdtr_21542
21544;0;;Директор станции (госсортостанции, лесосеменной, машиноиспытательной и др.);1;;1210;classifierOkpdtr_21544
21546;2;;Директор строящегося предприятия;1;;1223;classifierOkpdtr_21546
21548;9;;Директор (главный редактор) структурного агентства;1;;1210;classifierOkpdtr_21548
21550;6;;Директор студии;1;;1210;classifierOkpdtr_21550
21553;9;;Директор съемочной группы;1;;1239;classifierOkpdtr_21553
21555;9;;Директор творческого объединения (коллектива);1;;1210;classifierOkpdtr_21555
21556;3;;Директор театра;1;;1210;classifierOkpdtr_21556
21565;2;;Директор (начальник) тепловой электростанции;1;;1210;classifierOkpdtr_21565
21566;7;;Директор территориального центра профессиональной ориентации молодежи;1;;1210;classifierOkpdtr_21566
21571;8;;Директор технический;1;;1237;classifierOkpdtr_21571
21572;2;;Директор типографии;1;;1210;classifierOkpdtr_21572
21574;1;;Директор (начальник) треста;1;;1210;classifierOkpdtr_21574
21579;4;;Директор управления Сбербанка;1;;1227;classifierOkpdtr_21579
21580;7;;Директор учебного пункта;1;;1239;classifierOkpdtr_21580
21581;1;;Директор (начальник) учебного (учебно-тренировочного) центра;1;;1210;classifierOkpdtr_21581
21583;0;;Директор учебно-курсового комбината;1;;1210;classifierOkpdtr_21583
21586;4;;Директор учебно-производственного комбината;1;;1210;classifierOkpdtr_21586
21587;9;;Директор училища (колледжа);1;;1210;classifierOkpdtr_21587
21588;3;;Директор учреждения социального обслуживания (центра социального обслуживания (пожилых и инвалидов), центра социальной помощи семье и детям, социально-реабилитационного центра для несовершеннолетних, социального приюта для детей и подростков и др.);1;;1210;classifierOkpdtr_21588
21589;8;;Директор фабрики;1;;1210;classifierOkpdtr_21589
21592;4;;Директор (заведующий) филиала;1;;1210;classifierOkpdtr_21592
21593;4;;Директор фирмы;1;;1210;classifierOkpdtr_21593
21595;3;;Директор фонда;1;;1142;classifierOkpdtr_21595
21598;7;;Директор (заведующий) хозяйства (лесоохотничьего, охотничьего и др.);1;;1210;classifierOkpdtr_21598
21603;4;;Директор центра занятости населения;1;;1210;classifierOkpdtr_21603
21604;9;;Директор Центра спортивной подготовки сборных команд;1;;1210;classifierOkpdtr_21604
21605;3;;Директор центра (инженерного, музейно-выставочного, научно-методического, научно-технического творчества, по оценке качества сельскохозяйственных культур, стандартизации, метрологии и сертификации и др.);1;;1210;classifierOkpdtr_21605
21607;2;;Директор (заведующий) центра (информации для молодежи, консультативных услуг молодежи, ресоциализации молодежи, социально-психологической помощи молодежи);1;;1210;classifierOkpdtr_21607
21608;7;;Директор цирка;1;;1210;classifierOkpdtr_21608
21611;9;;Директор шахты (шахтоуправления);1;;1210;classifierOkpdtr_21611
21614;2;;Директор школы (гимназии, лицея);1;;1210;classifierOkpdtr_21614
21623;1;;Дирижер;2;;2453;classifierOkpdtr_21623
21629;9;;Диспетчер;2;;3146;classifierOkpdtr_21629
21635;4;;Диспетчер автомобильного транспорта;2;;3146;classifierOkpdtr_21635
21638;8;;Диспетчер аэродромного диспетчерского (авиационно-диспетчерского) пункта;2;;3144;classifierOkpdtr_21638
21641;5;;Диспетчер вагонного депо;2;;3146;classifierOkpdtr_21641
21650;9;;Диспетчер внутришахтного (шахтного) транспорта;2;;3146;classifierOkpdtr_21650
21665;5;;Диспетчер дорожный;2;;3146;classifierOkpdtr_21665
21671;0;;Диспетчер-инструктор службы движения;2;;3144;classifierOkpdtr_21671
21674;4;;Диспетчер локомотивного депо;2;;3146;classifierOkpdtr_21674
21677;8;;Диспетчер локомотивный дорожный;2;;3146;classifierOkpdtr_21677
21680;0;;Диспетчер локомотивный отделения железной дороги;2;;3146;classifierOkpdtr_21680
21683;3;;Диспетчер маневровый железнодорожной станции;2;;3146;classifierOkpdtr_21683
21686;7;;Диспетчер объединенного диспетчерского управления энергосистемы;2;;3146;classifierOkpdtr_21686
21701;8;;Диспетчер поездной;2;;3146;classifierOkpdtr_21701
21704;1;;Диспетчер пожарной связи;2;;3146;classifierOkpdtr_21704
21706;0;;Диспетчер по обеспечению питания пассажиров;2;;3144;classifierOkpdtr_21706
21708;2;;Диспетчер по организации авиационных перевозок (пассажирских, почтово-грузовых, международных);2;;3144;classifierOkpdtr_21708
21710;7;;Диспетчер по организации перевозок в приписных аэропортах;2;;3144;classifierOkpdtr_21710
21716;4;;Диспетчер по отпуску готовой продукции;2;;3146;classifierOkpdtr_21716
21719;8;;Диспетчер по перелетам;2;;3144;classifierOkpdtr_21719
21725;3;;Диспетчер по регулированию вагонного парка;2;;3146;classifierOkpdtr_21725
21728;7;;Диспетчер порта;2;;3146;classifierOkpdtr_21728
21734;2;;Диспетчер по флоту;2;;3146;classifierOkpdtr_21734
21737;6;;Диспетчер по центровке;2;;3144;classifierOkpdtr_21737
21740;8;;Диспетчер предприятия (района) сетей;2;;3146;classifierOkpdtr_21740
21743;1;;Диспетчер преобразовательного комплекса;2;;3146;classifierOkpdtr_21743
21745;0;;Диспетчер производственно-диспетчерской службы (по контролю за подготовкой воздушных судов к вылету, по обеспечению суточного плана полетов, по организации информационно-справочной работы);2;;3144;classifierOkpdtr_21745
21748;4;;Диспетчер регионального координационного центра поиска и спасания;2;;3144;classifierOkpdtr_21748
21753;5;;Диспетчер редакционный;2;;3146;classifierOkpdtr_21753
21761;0;;Диспетчер связи;2;;3146;classifierOkpdtr_21761
21764;3;;Диспетчер службы движения;2;;3144;classifierOkpdtr_21764
21768;1;;Диспетчер станционный;2;;3146;classifierOkpdtr_21768
21776;6;;Диспетчер факультета;2;;3146;classifierOkpdtr_21776
21782;1;;Диспетчер электромеханической службы;2;;3146;classifierOkpdtr_21782
21785;5;;Диспетчер электроподстанции;2;;3146;classifierOkpdtr_21785
21788;9;;Диспетчер эскалаторной службы;2;;3146;classifierOkpdtr_21788
21790;6;;Доверенный врач;2;;2221;classifierOkpdtr_21790
21792;5;;Документовед;2;;2432;classifierOkpdtr_21792
21795;9;;Доцент;2;;2310;classifierOkpdtr_21795
21895;1;;Заведующая машинописным бюро;1;;1239;classifierOkpdtr_21895
21898;5;;Заведующий аптекой;1;;1210;classifierOkpdtr_21898
21899;2;;Заведующий аптечным учреждением;1;;1210;classifierOkpdtr_21899
21902;8;;Заведующий архивом;1;;1239;classifierOkpdtr_21902
21903;2;;Заведующий архивом (в аппарате Совета Федерации, Государственной Думы Федерального Собрания Российской Федерации);1;;1120;classifierOkpdtr_21903
21904;7;;Заведующий архивохранилищем;1;;1239;classifierOkpdtr_21904
21907;0;;Заведующий аспирантурой (интернатурой, ординатурой);1;;1229;classifierOkpdtr_21907
21910;2;;Заведующий ателье;1;;1210;classifierOkpdtr_21910
21913;6;;Заведующий аттракционным комплексом;1;;1229;classifierOkpdtr_21913
21914;0;;Заведующий аттракционом;1;;1229;classifierOkpdtr_21914
21917;4;;Заведующий базой (перевалочной, спортивной и др.);1;;1226;classifierOkpdtr_21917
21919;3;;Заведующий баней;1;;1228;classifierOkpdtr_21919
21921;0;;Заведующий билетными кассами;1;;1229;classifierOkpdtr_21921
21924;4;;Заведующий бюро (справочным, чертежно-копировальным, чертежным и др.);1;;1239;classifierOkpdtr_21924
21925;9;;Заведующий бюро пропусков;1;;1239;classifierOkpdtr_21925
21929;7;;Заведующий ветеринарной аптекой;1;;1210;classifierOkpdtr_21929
21931;4;;Заведующий ветеринарной клиникой (лечебницей, поликлиникой);1;;1210;classifierOkpdtr_21931
21932;9;;Заведующий ветеринарной лабораторией;1;;1221;classifierOkpdtr_21932
21934;8;;Заведующий ветеринарной станцией;1;;1210;classifierOkpdtr_21934
21937;1;;Заведующий ветеринарным пунктом;1;;1221;classifierOkpdtr_21937
21938;6;;Заведующий ветеринарным участком;1;;1221;classifierOkpdtr_21938
21940;3;;Заведующий виварием;1;;1229;classifierOkpdtr_21940
21941;8;;Заведующий видеотекой;1;;1239;classifierOkpdtr_21941
21944;1;;Заведующий геокамерой;1;;1222;classifierOkpdtr_21944
21946;0;;Заведующий глинохозяйством;1;;1222;classifierOkpdtr_21946
21949;4;;Заведующий горными работами;1;;1222;classifierOkpdtr_21949
21950;7;;Заведующий госсортоучастком;1;;1221;classifierOkpdtr_21950
21952;6;;Заведующий грузовым двором;1;;1226;classifierOkpdtr_21952
21953;0;;Заведующий группой;1;;1222;classifierOkpdtr_21953
21959;8;;Заведующий детским садом (детскими яслями, яслями-садом);1;;1210;classifierOkpdtr_21959
21961;5;;Заведующий докторантурой;1;;1229;classifierOkpdtr_21961
21963;4;;Заведующий домом быта (моды);1;;1210;classifierOkpdtr_21963
21964;9;;Заведующий домом отдыха локомотивных (поездных) бригад;1;;1210;classifierOkpdtr_21964
21966;8;;Заведующий душевой;1;;1228;classifierOkpdtr_21966
21968;7;;Заведующий кабинетом (по технике безопасности, техническим, учебно-методическим, учебным и др.);1;;1239;classifierOkpdtr_21968
21970;4;;Заведующий камерой хранения;1;;1229;classifierOkpdtr_21970
21972;3;;Заведующий камерой хранения (ручного багажа);1;;1226;classifierOkpdtr_21972
21975;7;;Заведующий канцелярией;1;;1239;classifierOkpdtr_21975
21977;6;;Заведующий Канцелярией Президента Российской Федерации;1;;1120;classifierOkpdtr_21977
21980;8;;Заведующий кафедрой;1;;1239;classifierOkpdtr_21980
21983;1;;Заведующий кладбищем;1;;1228;classifierOkpdtr_21983
21986;5;;Заведующий кладовой (ломбарда, ценностей);1;;1228;classifierOkpdtr_21986
21987;9;;Директор (заведующий) клуба;1;;1239;classifierOkpdtr_21987
21990;1;;Заведующий колумбарием;1;;1228;classifierOkpdtr_21990
21992;0;;Заведующий комнатой (матери и ребенка, отдыха);1;;1226;classifierOkpdtr_21992
21996;9;;Заведующий конным двором;1;;1229;classifierOkpdtr_21996
22001;0;;Заведующий конторой (товарной и др.);1;;1226;classifierOkpdtr_22001
22003;2;;Заведующий копировально-множительным бюро;1;;1239;classifierOkpdtr_22003
22005;9;;Заведующий корректорской;1;;1239;classifierOkpdtr_22005
22006;3;;Заведующий корреспондентским бюро (пунктом);1;;1229;classifierOkpdtr_22006
22007;8;;Заведующий костюмерной;1;;1239;classifierOkpdtr_22007
22010;9;;Заведующий крематорием;1;;1228;classifierOkpdtr_22010
22013;3;;Заведующий кухней для животных;1;;1229;classifierOkpdtr_22013
22014;8;;Заведующий лабораторией (в сельском, охотничьем, лесном и рыбном хозяйстве);1;;1221;classifierOkpdtr_22014
22015;2;;Заведующий лабораторией (в промышленности);1;;1222;classifierOkpdtr_22015
22016;7;;Заведующий лабораторией (научно-исследовательской);1;;1237;classifierOkpdtr_22016
22017;1;;Заведующий лабораторией (в прочих отраслях);1;;1229;classifierOkpdtr_22017
22019;0;;Заведующий летним театром;1;;1239;classifierOkpdtr_22019
22022;2;;Заведующий ломбардом;1;;1228;classifierOkpdtr_22022
22023;7;;Заведующий машинным двором;1;;1221;classifierOkpdtr_22023
22024;1;;Заведующий молочной кухней;1;;1239;classifierOkpdtr_22024
22026;0;;Заведующий научно-технической библиотекой;1;;1239;classifierOkpdtr_22026
22028;5;;Заведующий обстановкой;1;;1226;classifierOkpdtr_22028
22031;1;;Заведующий общежитием;1;;1228;classifierOkpdtr_22031
22032;6;;Заведующий объединенной редакцией;1;;1229;classifierOkpdtr_22032
22034;5;;Заведующий опытным полем;1;;1229;classifierOkpdtr_22034
22035;1;;Заведующий отделением (в сельском, охотничьем, лесном и рыбном хозяйстве);1;;1221;classifierOkpdtr_22035
22037;9;;Заведующий отделением (на транспорте, в связи, материально-техническом снабжении и сбыте);1;;1226;classifierOkpdtr_22037
22038;3;;Заведующий отделением (в прочих отраслях);1;;1229;classifierOkpdtr_22038
22040;0;;Заведующий отделом (в сельском, охотничьем, лесном и рыбном хозяйстве);1;;1221;classifierOkpdtr_22040
22041;5;;Заведующий отделом (в торговле);1;;1224;classifierOkpdtr_22041
22043;4;;Заведующий отделом (специализированным в прочих отраслях);1;;1229;classifierOkpdtr_22043
22044;9;;Заведующий отделом (финансово-экономическим и административным);1;;1231;classifierOkpdtr_22044
22046;8;;Заведующий отделом (по управлению кадрами и трудовыми отношениями);1;;1232;classifierOkpdtr_22046
22047;2;;Заведующий отделом (по маркетингу и сбыту продукции);1;;1233;classifierOkpdtr_22047
22050;4;;Заведующий отделом (рекламно-информационным);1;;1234;classifierOkpdtr_22050
22052;3;;Заведующий отделом (материально-технического снабжения);1;;1235;classifierOkpdtr_22052
22053;8;;Заведующий отделом (компьютерного обеспечения);1;;1236;classifierOkpdtr_22053
22055;7;;Заведующий отделом (научно-технического развития);1;;1237;classifierOkpdtr_22055
22056;1;;Заведующий отделом (функциональным в прочих областях деятельности);1;;1239;classifierOkpdtr_22056
22058;0;;Заведующий очистными сооружениями;1;;1226;classifierOkpdtr_22058
22061;2;;Заведующий пакгаузом;1;;1226;classifierOkpdtr_22061
22446;9;;Инженер;2;;2149;classifierOkpdtr_22446
22064;6;;Заведующий парикмахерской;1;;1210;classifierOkpdtr_22064
22067;0;;Заведующий передвижной выставкой;1;;1239;classifierOkpdtr_22067
22070;1;;Заведующий питомником;1;;1229;classifierOkpdtr_22070
22073;5;;Заведующий платформой (пассажирской, сортировочной);1;;1226;classifierOkpdtr_22073
22077;3;;Заведующий площадкой (на транспорте, в связи, материально-техническом снабжении и сбыте);1;;1226;classifierOkpdtr_22077
22080;5;;Заведующий площадкой (в прочих отраслях);1;;1229;classifierOkpdtr_22080
22082;4;;Заведующий пляжем;1;;1228;classifierOkpdtr_22082
22086;2;;Заведующий подсобным производством (в строительстве);1;;1223;classifierOkpdtr_22086
22088;1;;Заведующий подсобным производством (на транспорте);1;;1226;classifierOkpdtr_22088
22091;3;;Заведующий практикой (производственной, учебной);1;;1239;classifierOkpdtr_22091
22094;7;;Заведующий прачечной;1;;1228;classifierOkpdtr_22094
22097;0;;Заведующий (начальник) приемной;1;;1231;classifierOkpdtr_22097
22100;9;;Заведующий производством (на предприятиях социально-бытового обслуживания населения);1;;1228;classifierOkpdtr_22100
22101;3;;Заведующий производством (шеф-повар);1;;1225;classifierOkpdtr_22101
22104;7;;Заведующий пунктом (приемным, проката и др.);1;;1228;classifierOkpdtr_22104
22108;5;;Заведующий редакцией;1;;1229;classifierOkpdtr_22108
22111;7;;Заведующий рынком;1;;1210;classifierOkpdtr_22111
22116;1;;Заведующий санпропускником;1;;1229;classifierOkpdtr_22116
22119;3;;Заведующий свалкой;1;;1210;classifierOkpdtr_22119
22123;8;;Заведующий (начальник) секретариатом;1;;1231;classifierOkpdtr_22123
22125;9;;Заведующий Секретариатом Совета Безопасности Российской Федерации;1;;1120;classifierOkpdtr_22125
22126;3;;Заведующий секретариатом судебного состава;1;;1120;classifierOkpdtr_22126
22127;8;;Заведующий секретариатом судебной коллегии;1;;1120;classifierOkpdtr_22127
